grade,domain,skill_group,lesson_title,activity_variant,Student A,Student B,title_aggregate_Student A,title_aggregate_Student B
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase S,Main,100%,,85%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase S,Practice 1,100%,,85%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase S,Practice 2,85%,100%,85%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase S,Basic,100%,,85%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase T,Main,83%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase T,Practice 1,90%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase T,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase T,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase U,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase U,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase U,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase U,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase V,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase V,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase V,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase V,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase W,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase W,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase W,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase W,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase X,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase X,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase X,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase X,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Y,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Y,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Y,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Y,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Z,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Z,Practice 1,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Z,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Z,Basic,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound b,Main,87%,95%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound b,Practice 1,84%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound b,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound b,Basic,92%,83%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound c,Main,92%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound c,Practice 1,84%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound c,Practice 2,94%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound c,Basic,92%,83%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound d,Main,86%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound d,Practice 1,82%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound d,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound d,Basic,92%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound f,Main,86%,100%,87%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound f,Practice 1,88%,100%,87%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound f,Practice 2,87%,100%,87%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound f,Basic,92%,92%,87%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound g,Main,87%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound g,Practice 1,87%,95%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound g,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound g,Basic,83%,92%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound h,Main,86%,92%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound h,Practice 1,86%,94%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound h,Practice 2,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound h,Basic,92%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound j,Main,84%,,84%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound j,Practice 1,100%,100%,84%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound j,Practice 2,,100%,84%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound j,Basic,92%,83%,84%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound k,Main,78%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound k,Practice 1,100%,94%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound k,Practice 2,,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound k,Basic,92%,83%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound l,Main,100%,95%,100%,92%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound l,Practice 1,91%,92%,100%,92%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound l,Practice 2,,,100%,92%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound l,Basic,100%,83%,100%,92%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound m,Main,,94%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound m,Practice 1,94%,,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound m,Practice 2,100%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound m,Basic,92%,83%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound n,Main,100%,100%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound n,Practice 1,95%,95%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound n,Practice 2,60%,100%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound n,Basic,83%,83%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound p,Main,86%,92%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound p,Practice 1,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound p,Practice 2,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound p,Basic,83%,88%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound q,Main,84%,94%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound q,Practice 1,100%,92%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound q,Practice 2,,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound q,Basic,92%,83%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound r,Main,86%,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound r,Practice 1,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound r,Practice 2,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound r,Basic,100%,83%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound s,Main,86%,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound s,Practice 1,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound s,Practice 2,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound s,Basic,92%,92%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound t,Main,86%,100%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound t,Practice 1,95%,87%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound t,Practice 2,,100%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound t,Basic,83%,92%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound v,Main,95%,92%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound v,Practice 1,,92%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound v,Practice 2,,100%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound v,Basic,83%,92%,95%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound w,Main,67%,100%,67%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound w,Practice 1,,95%,67%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound w,Practice 2,,100%,67%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound w,Basic,92%,92%,67%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound y,Main,86%,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound y,Practice 1,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound y,Practice 2,,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound y,Basic,100%,100%,86%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound z,Main,,95%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound z,Practice 1,95%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound z,Practice 2,94%,100%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Beginning Letter Sounds,Beginning Sound z,Basic,100%,92%,94%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound b,Main,100%,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound b,Practice 1,,,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound b,Practice 2,,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound b,Basic,100%,100%,100%,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound d,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound d,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound d,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound d,Basic,100%,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound g,Main,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound g,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound g,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound g,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound k,Main,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound k,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound k,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound k,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound l,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound l,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound l,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound l,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound m,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound m,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound m,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound m,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound n,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound n,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound n,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound n,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound p,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound p,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound p,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound p,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound s,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound s,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound s,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound s,Basic,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound t,Main,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound t,Practice 1,,,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound t,Practice 2,,100%,,100%
Kindergarten: ELA,Reading Foundational Skills - Phonics,Ending Letter Sounds,Ending Sound t,Basic,,89%,,100%
